"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
3.092218417E0,-1.619495600E-1,4.151172936E-2,3.219120026E0,3.223458488E0
3.102203417E0,-2.634894848E-1,-8.539748192E-2,3.590157747E0,3.600826584E0
3.112188417E0,-3.681959212E-1,-1.960225254E-1,3.909520149E0,3.931709662E0
3.122174417E0,-4.606177211E-1,-2.626689374E-1,4.175881386E0,4.209411955E0
3.132159417E0,-5.224471688E-1,-2.903490663E-1,4.388182163E0,4.428701426E0
3.142144417E0,-5.562762618E-1,-2.719357014E-1,4.543956757E0,4.585949772E0
3.152129417E0,-5.534161329E-1,-2.101567239E-1,4.642012119E0,4.679605943E0
3.162115417E0,-5.133198500E-1,-1.241997331E-1,4.681203842E0,4.710901427E0
3.172100417E0,-4.329873323E-1,-2.519564144E-2,4.656361103E0,4.676517034E0
3.182085417E0,-3.232696056E-1,7.207205147E-2,4.579471588E0,4.591433071E0
3.192070417E0,-2.047785223E-1,1.495263427E-1,4.437581539E0,4.444819714E0
3.202056417E0,-8.818319440E-2,1.960057020E-1,4.233968258E0,4.239419974E0
3.212041417E0,1.479421929E-2,2.193536460E-1,3.971888781E0,3.977968750E0
3.222026417E0,8.947458118E-2,2.029693425E-1,3.650672197E0,3.657404783E0
3.232011417E0,1.239980310E-1,1.528646201E-1,3.277503729E0,3.283408868E0
3.241997417E0,1.212448627E-1,8.476866037E-2,2.850899696E0,2.854735561E0
3.251982417E0,8.616949618E-2,1.175501850E-3,2.378969669E0,2.380530036E0
3.261967417E0,2.117132209E-2,-8.190100640E-2,1.868042588E0,1.869956981E0
3.271952417E0,-5.755354092E-2,-1.545102298E-1,1.332633138E0,1.342794437E0
3.281937417E0,-1.378134936E-1,-2.121160030E-1,7.805520296E-1,8.205164402E-1
3.291923417E0,-1.997278184E-1,-2.408991903E-1,2.138042599E-1,3.789932491E-1
3.301908417E0,-2.365625352E-1,-2.475794703E-1,-3.452369273E-1,4.862570957E-1
3.311893417E0,-2.394508123E-1,-2.248621881E-1,-8.981380463E-1,9.563219360E-1
3.321878417E0,-2.027378082E-1,-1.874279976E-1,-1.431181192E0,1.457570403E0
3.331864417E0,-1.266494393E-1,-1.290525645E-1,-1.938253403E0,1.946669180E0
3.341849417E0,-1.589709520E-2,-6.124421582E-2,-2.411142349E0,2.411972429E0
3.351834417E0,1.114275679E-1,3.930023406E-3,-2.847805023E0,2.849986842E0
3.361819417E0,2.545391917E-1,6.789355725E-2,-3.241084099E0,3.251772727E0
3.371805417E0,3.907546997E-1,1.195955947E-1,-3.589101076E0,3.612289977E0
3.381790417E0,5.110461712E-1,1.514568627E-1,-3.889355183E0,3.925708994E0
3.391775417E0,6.002637148E-1,1.609147936E-1,-4.137651920E0,4.184061844E0
3.401760417E0,6.600210071E-1,1.472948492E-1,-4.331170559E0,4.383647102E0
3.411746417E0,6.783344746E-1,1.029495522E-1,-4.471300602E0,4.523634086E0
3.421731417E0,6.613749266E-1,3.241680190E-2,-4.556671619E0,4.604532972E0
3.431716417E0,6.137835383E-1,-5.533733591E-2,-4.576626301E0,4.617932519E0
3.441701417E0,5.322144032E-1,-1.521371156E-1,-4.547738552E0,4.581301541E0
3.451687417E0,4.442252517E-1,-2.476290166E-1,-4.453328609E0,4.482275305E0
3.461672417E0,3.434978426E-1,-3.227186799E-1,-4.300014019E0,4.325766831E0
3.471657417E0,2.432901710E-1,-3.780573308E-1,-4.088886738E0,4.113527951E0
3.481642417E0,1.531924903E-1,-3.953271508E-1,-3.818647385E0,3.842111313E0
3.491628417E0,7.911042124E-2,-3.693168163E-1,-3.498001814E0,3.518333421E0
3.501613417E0,3.045739233E-2,-3.085863590E-1,-3.122762442E0,3.138120211E0
3.511598417E0,-4.644115455E-3,-2.124462724E-1,-2.703434229E0,2.711772781E0
3.521583417E0,-1.572126709E-2,-9.697959572E-2,-2.246783495E0,2.248930473E0
3.531568417E0,-5.858452991E-3,2.712667361E-2,-1.751161814E0,1.751381705E0
3.541554417E0,1.637042128E-2,1.471638530E-1,-1.230839014E0,1.239713624E0
3.551539417E0,5.072423443E-2,2.444890589E-1,-6.920174360E-1,7.356874198E-1
3.561524417E0,8.364436030E-2,3.107104301E-1,-1.459253430E-1,3.533150947E-1
3.571509417E0,1.121891290E-1,3.365420103E-1,4.065215588E-1,5.395430503E-1
3.581495417E0,1.298003495E-1,3.153283298E-1,9.487715364E-1,1.008190217E0
3.591480417E0,1.237026677E-1,2.519155443E-1,1.475918293E0,1.502364336E0
3.601465417E0,9.190532565E-2,1.573309749E-1,1.977179766E0,1.985557718E0
3.611450417E0,3.486740217E-2,4.459058493E-2,2.450329304E0,2.450983018E0
3.621436417E0,-5.115110055E-2,-6.527385861E-2,2.881093025E0,2.882286268E0
3.631421417E0,-1.527784318E-1,-1.627855152E-1,3.268693686E0,3.276308713E0
3.641406417E0,-2.653406560E-1,-2.250310481E-1,3.606786489E0,3.623527759E0
3.651391417E0,-3.781941831E-1,-2.372602820E-1,3.896600485E0,3.922093653E0
3.661377417E0,-4.743010104E-1,-2.115344107E-1,4.133286953E0,4.165785555E0
3.671362417E0,-5.420950651E-1,-1.407547742E-1,4.311975956E0,4.348196823E0
3.681347417E0,-5.735416412E-1,-3.676126525E-2,4.436910152E0,4.473977325E0
3.691332417E0,-5.624546409E-1,7.582253963E-2,4.505180836E0,4.540788328E0
3.701318417E0,-5.168536305E-1,1.861128211E-1,4.519301891E0,4.552566885E0
3.711303417E0,-4.409268796E-1,2.777996063E-1,4.473181248E0,4.503436422E0
3.721288417E0,-3.372425735E-1,3.307818472E-1,4.373048306E0,4.398488452E0
3.731273417E0,-2.325885892E-1,3.438875377E-1,4.211738110E0,4.232150044E0
3.741259417E0,-1.314851493E-1,3.108550310E-1,3.993094683E0,4.007333819E0
3.751244417E0,-5.310831964E-2,2.391483486E-1,3.715967178E0,3.724033364E0
3.761229417E0,-6.562978378E-4,1.376808435E-1,3.387633801E0,3.390430535E0
3.771214417E0,1.733427681E-2,2.981321700E-2,3.005425692E0,3.005623545E0
3.781199417E0,2.354793716E-3,-7.211340964E-2,2.580751896E0,2.581760298E0
3.791185417E0,-3.820844740E-2,-1.571678370E-1,2.111685991E0,2.117871417E0
3.801170417E0,-8.801861107E-2,-2.108393162E-1,1.612300038E0,1.628407783E0
3.811155417E0,-1.502478421E-1,-2.247338295E-1,1.088718295E0,1.121778603E0
3.821140417E0,-1.962922961E-1,-2.022993565E-1,5.527592897E-1,6.204824957E-1
3.831126417E0,-2.263249904E-1,-1.498542428E-1,8.154130541E-3,2.715617521E-1
3.841111417E0,-2.296507359E-1,-6.270097196E-2,-5.299689770E-1,5.809801967E-1
3.851096417E0,-2.124830633E-1,2.702277154E-2,-1.054134250E0,1.075675741E0
3.861081417E0,-1.570419073E-1,1.214717776E-1,-1.563469410E0,1.576024793E0
3.871067417E0,-7.990539819E-2,2.088111937E-1,-2.042440176E0,2.054640810E0
3.881052417E0,1.800731942E-2,2.669823766E-1,-2.488598585E0,2.502943621E0
3.891037417E0,1.248952001E-1,2.941604555E-1,-2.902676105E0,2.920215362E0
3.901022417E0,2.365500927E-1,2.960113585E-1,-3.267367363E0,3.289265595E0
3.911008417E0,3.362729251E-1,2.633194625E-1,-3.586313009E0,3.611655800E0
3.920993792E0,4.275317490E-1,2.025724947E-1,-3.860620737E0,3.889500159E0
3.930978792E0,4.946201444E-1,1.211088002E-1,-4.080048561E0,4.111704353E0
3.940963792E0,5.358418822E-1,2.929339744E-2,-4.250220776E0,4.283965601E0
3.950948792E0,5.453750491E-1,-6.536176056E-2,-4.363452435E0,4.397888499E0
3.960934792E0,5.218385458E-1,-1.538415700E-1,-4.419928074E0,4.453284953E0
3.970919792E0,4.741294980E-1,-2.252302617E-1,-4.424995899E0,4.456020215E0
3.980904792E0,4.008592665E-1,-2.716883123E-1,-4.370807171E0,4.397551366E0
3.990889792E0,3.120612800E-1,-2.910620570E-1,-4.263677597E0,4.284979115E0
4.000875792E0,2.095351517E-1,-2.849812508E-1,-4.095844746E0,4.111090302E0
4.010860792E0,1.091389284E-1,-2.455855906E-1,-3.874781847E0,3.884090363E0
4.020845792E0,1.350108720E-2,-1.863571554E-1,-3.595593691E0,3.600445147E0
4.030830792E0,-6.271786988E-2,-1.041317880E-1,-3.269180059E0,3.271439320E0
4.040816792E0,-1.203787625E-1,-1.719236560E-2,-2.893007040E0,2.895561493E0
4.050801792E0,-1.532842815E-1,6.693501770E-2,-2.474903822E0,2.480549394E0
4.060786792E0,-1.538826972E-1,1.474546343E-1,-2.012773275E0,2.024025447E0
4.070771792E0,-1.364373267E-1,2.051570863E-1,-1.526041269E0,1.545802875E0
4.080757792E0,-9.050151706E-2,2.341104448E-1,-1.009290218E0,1.040031235E0
4.090742792E0,-3.537363186E-2,2.409960628E-1,-4.809707105E-1,5.391319138E-1
4.100727792E0,2.090668306E-2,2.144808322E-1,5.960384011E-2,2.235883149E-1
4.110712792E0,6.726039201E-2,1.573096365E-1,5.973855853E-1,6.214014963E-1
4.120697792E0,9.361264110E-2,8.780938387E-2,1.119303107E0,1.126638034E0
4.130683792E0,9.596119821E-2,3.878527321E-3,1.625952721E0,1.628786617E0
4.140668792E0,6.140454859E-2,-7.805521786E-2,2.099694014E0,2.102041409E0
4.150653792E0,-3.701113164E-3,-1.384620965E-1,2.541373491E0,2.545145315E0
4.160638792E0,-9.287653118E-2,-1.742808074E-1,2.944066048E0,2.950682081E0
4.170624792E0,-2.041832060E-1,-1.789104342E-1,3.296796083E0,3.307954676E0
4.180609792E0,-3.154380918E-1,-1.439697593E-1,3.601926804E0,3.618577784E0
4.190594792E0,-4.226712883E-1,-8.029221743E-2,3.859503508E0,3.883408964E0
4.200579792E0,-5.126522779E-1,1.763994060E-2,4.062826157E0,4.095079963E0
4.210565792E0,-5.670372844E-1,1.187862307E-1,4.213273048E0,4.252917967E0
4.220550792E0,-5.830649734E-1,2.190092355E-1,4.311433315E0,4.356189509E0
4.230535792E0,-5.661581159E-1,3.005821407E-1,4.356314182E0,4.403221308E0
4.240520792E0,-5.141398907E-1,3.429743350E-1,4.346701622E0,4.390419822E0
4.250505792E0,-4.347919226E-1,3.480204642E-1,4.282872200E0,4.318930023E0
4.260491792E0,-3.441624045E-1,3.051710129E-1,4.162865162E0,4.188200504E0
4.270476792E0,-2.510799468E-1,2.208465338E-1,3.987192869E0,4.001189986E0
4.280461792E0,-1.670945138E-1,1.083759218E-1,3.756965399E0,3.762240679E0
4.290446792E0,-9.985620528E-2,-1.563282125E-2,3.471032858E0,3.472504103E0
4.300432792E0,-5.604081228E-2,-1.353192776E-1,3.137134314E0,3.140551477E0
4.310417792E0,-3.619329631E-2,-2.290444523E-1,2.755358458E0,2.765098831E0
4.320402792E0,-3.800211847E-2,-2.917312682E-1,2.327204466E0,2.345726310E0
4.330387792E0,-5.581454188E-2,-3.097480834E-1,1.867205501E0,1.893545753E0
4.340373792E0,-7.659545541E-2,-2.762399316E-1,1.376288295E0,1.405825321E0
4.350358792E0,-9.966957569E-2,-2.119898200E-1,8.713877201E-1,9.023249231E-1
4.360343792E0,-1.181119680E-1,-1.113598868E-1,3.499748707E-1,3.857899318E-1
4.370328792E0,-1.222511902E-1,1.617012080E-3,-1.718842983E-1,2.109316957E-1
4.380314792E0,-1.100627035E-1,1.103328466E-1,-6.889359355E-1,7.063425932E-1
4.390299792E0,-8.651823550E-2,2.038606405E-1,-1.192541003E0,1.212929763E0
4.400284792E0,-3.975365683E-2,2.648430169E-1,-1.676270366E0,1.697528944E0
4.410269792E0,2.384998649E-2,2.920336723E-1,-2.132153511E0,2.152192157E0
4.420254792E0,9.873062372E-2,2.730543613E-1,-2.554658890E0,2.571106467E0
4.430240792E0,1.844736189E-1,2.164933383E-1,-2.937452316E0,2.951190606E0
4.440225792E0,2.721576691E-1,1.245410442E-1,-3.278342247E0,3.291976330E0
4.450210792E0,3.598573208E-1,1.880022511E-2,-3.573118925E0,3.591243461E0
4.460195792E0,4.425279796E-1,-9.744009376E-2,-3.815634727E0,3.842446351E0
4.470181792E0,5.059409142E-1,-2.001011968E-1,-4.009034634E0,4.045784892E0
4.480166792E0,5.530671477E-1,-2.837313712E-1,-4.153253078E0,4.199511626E0
4.490151792E0,5.684526563E-1,-3.329482079E-1,-4.242782116E0,4.293622365E0
4.500136792E0,5.588788986E-1,-3.469346166E-1,-4.282582760E0,4.332807906E0
4.510122792E0,5.182946920E-1,-3.258751035E-1,-4.263881683E0,4.307610820E0
4.520107792E0,4.519433081E-1,-2.800434232E-1,-4.194475651E0,4.228037731E0
4.530092792E0,3.650320172E-1,-2.113844901E-1,-4.067212105E0,4.089027523E0
4.540077792E0,2.681976259E-1,-1.325701028E-1,-3.887475491E0,3.898970440E0
4.550062792E0,1.673810929E-1,-5.388596654E-2,-3.654716730E0,3.658944452E0
4.560048792E0,7.550762594E-2,2.238670364E-2,-3.368820429E0,3.369740887E0
4.570033792E0,1.919573522E-3,7.590483874E-2,-3.034971952E0,3.035921603E0
4.580018792E0,-3.934717178E-2,1.119872034E-1,-2.651938200E0,2.654593293E0
4.590003792E0,-5.439962819E-2,1.295728236E-1,-2.228375196E0,2.232801929E0
4.599989792E0,-3.828457370E-2,1.213335469E-1,-1.771043301E0,1.775607477E0
4.609974792E0,1.250463421E-3,9.639678150E-2,-1.282144070E0,1.285763321E0
4.619959792E0,6.007809192E-2,5.245169252E-2,-7.711188197E-1,7.752320887E-1
4.629944792E0,1.224632561E-1,-2.245898359E-3,-2.492335886E-1,2.777042939E-1
4.639930792E0,1.819710582E-1,-5.969401076E-2,2.703813910E-1,3.313350835E-1
4.649915792E0,2.246696800E-1,-1.058732644E-1,7.873852849E-1,8.256277612E-1
4.659900792E0,2.375495285E-1,-1.468811631E-1,1.288511276E0,1.318432844E0
4.669885792E0,2.174542695E-1,-1.651304662E-1,1.763027191E0,1.784045769E0
4.679870792E0,1.674936414E-1,-1.645211428E-1,2.207451344E0,2.219901520E0
4.689856792E0,8.523337543E-2,-1.415763944E-1,2.619255781E0,2.624463650E0
4.699841792E0,-1.729327254E-2,-9.462911636E-2,2.984567404E0,2.986117264E0
4.709826792E0,-1.337188482E-1,-2.701786719E-2,3.307588577E0,3.310400715E0
4.719811792E0,-2.502683699E-1,5.031314120E-2,3.584522724E0,3.593601095E0
4.729797792E0,-3.470408618E-1,1.286556274E-1,3.810675144E0,3.828607408E0
4.739782792E0,-4.255657792E-1,2.000062466E-1,3.991166353E0,4.018770657E0
4.749767792E0,-4.741112590E-1,2.522068620E-1,4.115191936E0,4.150083669E0
4.759752792E0,-4.883924723E-1,2.753848732E-1,4.189337730E0,4.226690745E0
4.769738792E0,-4.731344283E-1,2.665293515E-1,4.214860916E0,4.249699592E0
4.779723792E0,-4.259746373E-1,2.174827009E-1,4.184992313E0,4.212233823E0
4.789708792E0,-3.624823391E-1,1.376427263E-1,4.100236893E0,4.118529051E0
4.799693792E0,-2.899093628E-1,3.419304639E-2,3.962085009E0,3.972824464E0
4.809678792E0,-2.109135538E-1,-7.716916502E-2,3.772988081E0,3.779666476E0
4.819664792E0,-1.360052228E-1,-1.856064200E-1,3.531501293E0,3.538989764E0
4.829649792E0,-7.560916245E-2,-2.708012164E-1,3.238404274E0,3.250586453E0
4.839634792E0,-2.819398046E-2,-3.211850226E-1,2.897329807E0,2.915214354E0
4.849619792E0,5.452458747E-3,-3.290805221E-1,2.514263391E0,2.535713730E0
4.859605792E0,1.990117319E-2,-2.999370098E-1,2.092525721E0,2.114006187E0
4.869590792E0,2.804900892E-2,-2.270526886E-1,1.638564467E0,1.654458577E0
4.879575792E0,2.079083025E-2,-1.306481212E-1,1.161858559E0,1.169365854E0
4.889560792E0,1.511881221E-2,-1.632444933E-2,6.661918759E-1,6.665633366E-1
4.899546792E0,6.692997413E-4,9.615096450E-2,1.621822417E-1,1.885431925E-1
4.909531792E0,-7.116862573E-3,1.933113188E-1,-3.440071046E-1,3.946654327E-1
4.919516792E0,-1.502245665E-2,2.585760653E-1,-8.434401155E-1,8.823142774E-1
4.929502083E0,-1.036380883E-2,2.886988223E-1,-1.327243447E0,1.358318662E0
4.939487083E0,8.130246773E-3,2.724916339E-1,-1.789469957E0,1.810116162E0
4.949473083E0,3.804494068E-2,2.156230062E-1,-2.220423698E0,2.231192977E0
4.959458083E0,9.171163291E-2,1.270808876E-1,-2.617282629E0,2.621970430E0
4.969443083E0,1.547411829E-1,1.291756332E-2,-2.975971937E0,2.980020246E0
4.979428083E0,2.344937921E-1,-1.031019837E-1,-3.290740252E0,3.300695194E0
4.989414083E0,3.125419021E-1,-2.075735480E-1,-3.557102203E0,3.576834537E0
4.999399083E0,3.917427063E-1,-2.850742042E-1,-3.778049707E0,3.808987955E0
5.009384083E0,4.584289491E-1,-3.187969625E-1,-3.946724653E0,3.986028612E0
5.019369083E0,5.000197887E-1,-3.184369206E-1,-4.063824654E0,4.106834873E0
5.029354083E0,5.196140409E-1,-2.782655358E-1,-4.131754875E0,4.173587043E0
5.039340083E0,5.031434298E-1,-2.033662498E-1,-4.147096157E0,4.182453548E0
5.049325083E0,4.571835995E-1,-1.135091111E-1,-4.111607552E0,4.138504297E0
5.059310083E0,3.841139376E-1,-2.234910429E-2,-4.019147873E0,4.037523080E0
5.069295083E0,2.907375395E-1,6.382680684E-2,-3.876051664E0,3.887464300E0
5.079281083E0,1.879986376E-1,1.261061579E-1,-3.681555986E0,3.688509283E0
5.089266083E0,8.506460488E-2,1.628322303E-1,-3.438303471E0,3.443207963E0
5.099251083E0,1.927906764E-3,1.670690477E-1,-3.138147831E0,3.142592495E0
5.109236083E0,-6.236796826E-2,1.476412863E-1,-2.792923212E0,2.797518147E0
5.119222083E0,-9.595043212E-2,1.022644863E-1,-2.407479525E0,2.411560112E0
5.129207083E0,-9.983649850E-2,3.718668595E-2,-1.979699016E0,1.982563585E0
5.139192083E0,-7.570452988E-2,-2.705648169E-2,-1.523810625E0,1.525929897E0
5.149177083E0,-3.281562775E-2,-9.129086137E-2,-1.041091681E0,1.045601633E0
5.159162083E0,1.965050772E-2,-1.404815763E-1,-5.468225479E-1,5.649213349E-1
5.169148083E0,7.209697366E-2,-1.648377776E-1,-4.200217500E-2,1.847529411E-1
5.179133083E0,1.094275713E-1,-1.684687287E-1,4.588630795E-1,5.009106025E-1
5.189118083E0,1.284947395E-1,-1.492234170E-1,9.471824169E-1,9.674363324E-1
5.199103083E0,1.220815778E-1,-1.053651571E-1,1.420899153E0,1.430021024E0
5.209089083E0,8.443767577E-2,-4.214143008E-2,1.864381671E0,1.866768501E0
5.219074083E0,1.807436533E-2,2.690208517E-2,2.280434132E0,2.280664428E0
5.229059083E0,-6.436681747E-2,1.049787626E-1,2.660192966E0,2.663041541E0
5.239044083E0,-1.667136997E-1,1.822663546E-1,2.996917963E0,3.007080271E0
5.249029083E0,-2.752028704E-1,2.424205095E-1,3.291153431E0,3.311524608E0
5.259015083E0,-3.760751486E-1,2.878836095E-1,3.543636084E0,3.575145617E0
5.269000083E0,-4.624819458E-1,3.086448014E-1,3.743258476E0,3.784327574E0
5.278985083E0,-5.257634521E-1,3.031517565E-1,3.897187948E0,3.944160506E0
5.288970083E0,-5.678640008E-1,2.750612795E-1,4.000231266E0,4.049688681E0
5.298956083E0,-5.784889460E-1,2.243459076E-1,4.052700043E0,4.099921729E0
5.308941083E0,-5.612035394E-1,1.472958624E-1,4.053743839E0,4.095056117E0
5.318926083E0,-5.204641223E-1,6.040756404E-2,4.005179405E0,4.039306134E0
5.328911083E0,-4.553075135E-1,-2.438186854E-2,3.904853582E0,3.931384096E0
5.338896083E0,-3.803389966E-1,-1.014159322E-1,3.753017664E0,3.773603653E0
5.348882083E0,-2.977434397E-1,-1.605905741E-1,3.548202515E0,3.564292577E0
5.358867083E0,-2.123409361E-1,-1.888778806E-1,3.297922373E0,3.310144333E0
5.368852083E0,-1.300489455E-1,-1.874400526E-1,2.999372482E0,3.008036201E0
5.378837083E0,-6.302251667E-2,-1.557226032E-1,2.657336712E0,2.662641502E0
5.388823083E0,-9.124456905E-3,-9.239394963E-2,2.272603750E0,2.274499440E0
5.398808083E0,2.645590715E-2,-9.321428835E-3,1.856254935E0,1.856466856E0
5.408793083E0,4.124417529E-2,8.346949518E-2,1.411373854E0,1.414441372E0
5.418778083E0,3.784198686E-2,1.737194955E-1,9.422638416E-1,9.588908313E-1
5.428763083E0,2.327740379E-2,2.536191344E-1,4.613662958E-1,5.269946506E-1
5.438749083E0,-7.211795542E-3,3.035283685E-1,-3.298935667E-2,3.054010120E-1
5.448734083E0,-3.643494844E-2,3.203544617E-1,-5.255123973E-1,6.165369140E-1
5.458719083E0,-6.695264578E-2,3.022039533E-1,-1.003260374E0,1.049924409E0
5.468704083E0,-8.343102038E-2,2.452503741E-1,-1.468421936E0,1.491097402E0
5.478690083E0,-8.137799054E-2,1.573636681E-1,-1.905750751E0,1.913967510E0
5.488675083E0,-6.127896160E-2,5.613481253E-2,-2.313918352E0,2.315410194E0
5.498660083E0,-1.065866277E-2,-5.676084384E-2,-2.688001633E0,2.688621985E0
5.508645083E0,5.764711648E-2,-1.507968009E-1,-3.014826775E0,3.019146129E0
5.518630083E0,1.418410987E-1,-2.201521695E-1,-3.300915956E0,3.311288575E0
5.528616083E0,2.345444113E-1,-2.548592687E-1,-3.541448116E0,3.558344993E0
5.538601083E0,3.200119138E-1,-2.539601922E-1,-3.733784914E0,3.756068848E0
5.548586083E0,3.945014179E-1,-2.112566978E-1,-3.877251148E0,3.902990805E0
5.558571083E0,4.439360797E-1,-1.345992088E-1,-3.970201254E0,3.997210801E0
5.568557083E0,4.614263177E-1,-4.441448674E-2,-4.010756493E0,4.037456444E0
5.578542083E0,4.457363188E-1,4.645496607E-2,-4.004091740E0,4.029092899E0
5.588527083E0,3.967185616E-1,1.305429786E-1,-3.945900202E0,3.967940963E0
5.598512083E0,3.234169185E-1,1.879301071E-1,-3.837614775E0,3.855801264E0
5.608497083E0,2.359834313E-1,2.073512077E-1,-3.674467325E0,3.687871043E0
5.618483083E0,1.412856877E-1,1.952016056E-1,-3.463959932E0,3.472331166E0
5.628468083E0,6.034403667E-2,1.441368312E-1,-3.203574896E0,3.207383504E0
5.638453083E0,-1.083693188E-2,6.735203415E-2,-2.896653652E0,2.897456836E0
5.648438083E0,-5.334501714E-2,-1.991043240E-2,-2.544012785E0,2.544649910E0
5.658424083E0,-6.857404113E-2,-1.127580777E-1,-2.154587746E0,2.158625752E0
5.668409083E0,-6.311451644E-2,-1.898147762E-1,-1.730649948E0,1.742171729E0
5.678394083E0,-3.697612509E-2,-2.432068884E-1,-1.280602574E0,1.304016786E0
5.688379083E0,2.496941248E-3,-2.645990252E-1,-8.121269345E-1,8.541481351E-1
5.698365083E0,4.661539942E-2,-2.519204915E-1,-3.330265880E-1,4.201709625E-1
5.708350083E0,8.188220114E-2,-2.028885186E-1,1.482259184E-1,2.642713922E-1
5.718335083E0,1.066948771E-1,-1.286856532E-1,6.283613443E-1,6.502167125E-1
5.728320083E0,1.132594049E-1,-4.005248100E-2,1.088974357E0,1.095580688E0
5.738305083E0,9.520796686E-2,5.410544202E-2,1.533809662E0,1.537713899E0
5.748291083E0,6.183630601E-2,1.442425400E-1,1.955990672E0,1.962276522E0
5.758276083E0,2.994028851E-3,2.169729471E-1,2.345698357E0,2.355713693E0
5.768261083E0,-7.540578395E-2,2.704675496E-1,2.696757793E0,2.711335708E0
5.778246083E0,-1.564806700E-1,2.877397537E-1,3.010899782E0,3.028662719E0
5.788231083E0,-2.446001619E-1,2.760120034E-1,3.281789303E0,3.302446501E0
5.798217083E0,-3.268580139E-1,2.350741625E-1,3.507231474E0,3.530264669E0
5.808202083E0,-4.000590146E-1,1.774343103E-1,3.686172962E0,3.712061591E0
5.818187083E0,-4.585260749E-1,9.699165821E-2,3.817836046E0,3.846495238E0
5.828172083E0,-4.946697056E-1,1.237876527E-2,3.897396564E0,3.928683155E0
5.838158083E0,-5.022618771E-1,-6.579592824E-2,3.930762529E0,3.963267611E0
5.848143083E0,-4.853730798E-1,-1.368008256E-1,3.912886620E0,3.945248179E0
5.858128083E0,-4.396077394E-1,-1.871641278E-1,3.842761755E0,3.872351131E0
5.868113083E0,-3.741002083E-1,-2.127941400E-1,3.725047588E0,3.749828242E0
5.878098083E0,-2.883474827E-1,-2.145856470E-1,3.560363054E0,3.578460053E0
5.888084083E0,-1.973613948E-1,-1.934058219E-1,3.341866493E0,3.353271386E0
5.898069083E0,-9.923270345E-2,-1.504740715E-1,3.082880259E0,3.088145117E0
5.908054083E0,-1.043293066E-2,-9.198062867E-2,2.779613018E0,2.781154043E0
5.918039083E0,6.478086114E-2,-2.439679019E-2,2.434270144E0,2.435254175E0
5.928024458E0,1.160814762E-1,4.218994454E-2,2.050591230E0,2.054307498E0
5.938009458E0,1.433205456E-1,1.010756344E-1,1.637106538E0,1.646473467E0
5.947994458E0,1.491436511E-1,1.425157338E-1,1.196573973E0,1.214225611E0
5.957979458E0,1.228478700E-1,1.658993512E-1,7.376261353E-1,7.659676948E-1
5.967964458E0,8.437832445E-2,1.581783146E-1,2.604152858E-1,3.161585076E-1
5.977950458E0,3.696766496E-2,1.253548563E-1,-2.128617167E-1,2.497810215E-1
5.987935458E0,-9.615219198E-3,7.318993658E-2,-6.865451336E-1,6.905023097E-1
5.997920458E0,-4.424403608E-2,-1.269648783E-3,-1.145982146E0,1.146836617E0
6.007905458E0,-6.357190758E-2,-8.315732330E-2,-1.584806800E0,1.588259778E0
6.017891458E0,-5.344550312E-2,-1.597508937E-1,-2.001513004E0,2.008589325E0
6.027876458E0,-1.974987797E-2,-2.244952768E-1,-2.382686138E0,2.393320167E0
6.037861458E0,4.395133629E-2,-2.728859782E-1,-2.728230953E0,2.742196676E0
6.047846458E0,1.268943250E-1,-2.836225331E-1,-3.032459497E0,3.048336352E0
6.057831458E0,2.292723656E-1,-2.665370405E-1,-3.286219358E0,3.304972842E0
6.067817458E0,3.297194242E-1,-2.182328850E-1,-3.502762556E0,3.525008655E0
6.077802458E0,4.203390777E-1,-1.448196471E-1,-3.668915749E0,3.695754380E0
6.087787458E0,4.890889525E-1,-5.950393900E-2,-3.784076452E0,3.816016682E0
6.097772458E0,5.315637589E-1,2.813776024E-2,-3.853660345E0,3.890250611E0
6.107757458E0,5.433298945E-1,1.036629081E-1,-3.874795914E0,3.914076742E0
6.117743458E0,5.222778916E-1,1.528224647E-1,-3.841975451E0,3.880322701E0
6.127728458E0,4.707516134E-1,1.667201370E-1,-3.762441158E0,3.795440179E0
6.137713458E0,4.016420543E-1,1.470391154E-1,-3.634985924E0,3.660062774E0
6.147698458E0,3.204177618E-1,9.452848136E-2,-3.456949949E0,3.473054294E0
6.157684458E0,2.387527376E-1,1.278541796E-2,-3.233069181E0,3.241898004E0
6.167669458E0,1.638151705E-1,-8.494722843E-2,-2.957583427E0,2.963334468E0
6.177654458E0,1.017744392E-1,-1.756731421E-1,-2.643460751E0,2.651245713E0
6.187639458E0,5.988775194E-2,-2.600280046E-1,-2.289987803E0,2.305481564E0
6.197624458E0,3.293416277E-2,-3.110429645E-1,-1.903897285E0,1.929418891E0
6.207610458E0,2.875576727E-2,-3.232306540E-1,-1.490132570E0,1.525057385E0
6.217595458E0,3.619237989E-2,-3.002270758E-1,-1.053082228E0,1.095640618E0
6.227580458E0,5.325324088E-2,-2.392649204E-1,-6.017370820E-1,6.497469705E-1
6.237565458E0,7.406238467E-2,-1.518296152E-1,-1.403281838E-1,2.196120854E-1
6.247551458E0,9.302049130E-2,-4.571808875E-2,3.207659721E-1,3.370960758E-1
6.257536458E0,1.014110446E-1,6.769369543E-2,7.715720534E-1,7.811466380E-1
