"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.555804446E1,3.727249146E-2,-4.550537109E-2,7.748486938E0,7.748710203E0
1.556808046E1,4.221221924E-2,-7.020401001E-2,8.022417297E0,8.022835519E0
1.557811746E1,4.909790039E-2,-1.056802368E-1,8.413254547E0,8.414061504E0
1.558815346E1,4.864883423E-2,-1.085243225E-1,8.891510010E0,8.892305353E0
1.559819046E1,1.751358032E-2,-7.903564453E-2,9.414821777E0,9.415169805E0
1.560822646E1,6.885681152E-3,-3.592529297E-2,9.840087433E0,9.840155422E0
1.561826346E1,3.218307495E-2,-3.817062378E-2,1.018152740E1,1.018164982E1
1.562829946E1,3.847000122E-2,-4.790039063E-2,1.050260971E1,1.050278940E1
1.563833646E1,3.966751099E-2,-5.837860107E-3,1.084749252E1,1.084756662E1
1.564837246E1,2.948867798E-2,2.140548706E-2,1.123668320E1,1.123674228E1
1.565840846E1,3.742218018E-2,2.170486450E-2,1.158545792E1,1.158553869E1
1.566844546E1,6.301895142E-2,8.382568359E-3,1.189022415E1,1.189039411E1
1.567848146E1,6.930587769E-2,3.742218018E-3,1.215951416E1,1.215971225E1
1.568851846E1,5.987548828E-2,1.347198486E-2,1.252370682E1,1.252385719E1
1.569855446E1,4.834945679E-2,-8.981323242E-3,1.294523026E1,1.294532366E1
1.570859146E1,6.256988525E-2,-3.412902832E-2,1.318428314E1,1.318447579E1
1.571862746E1,8.008346558E-2,-3.098556519E-2,1.329056213E1,1.329083953E1
1.572866446E1,7.813751221E-2,9.879455566E-3,1.340327774E1,1.340350914E1
1.573870046E1,6.825805664E-2,6.646179199E-2,1.356119934E1,1.356153398E1
1.574873746E1,5.328918457E-2,5.852828979E-2,1.365685043E1,1.365707981E1
1.575877346E1,5.493576050E-2,1.676513672E-2,1.370924149E1,1.370936181E1
1.576881046E1,5.209167480E-2,2.005828857E-2,1.371867188E1,1.371878544E1
1.577884646E1,6.331832886E-2,4.670288086E-2,1.362302078E1,1.362324798E1
1.578888346E1,8.412506104E-2,7.933502197E-2,1.345536942E1,1.345586627E1
1.579891946E1,8.277786255E-2,7.050338745E-2,1.327828766E1,1.327873285E1
1.580895646E1,7.604187012E-2,7.469467163E-2,1.319700668E1,1.319743714E1
1.581899246E1,6.541397095E-2,1.031355286E-1,1.304597076E1,1.304654242E1
1.582902946E1,6.182144165E-2,1.104702759E-1,1.278581177E1,1.278643845E1
1.583906546E1,5.882766724E-2,9.445358276E-2,1.249302063E1,1.249351618E1
1.584910246E1,6.316864014E-2,7.050338745E-2,1.221968903E1,1.222005568E1
1.585913846E1,4.924758911E-2,6.436614990E-2,1.188468567E1,1.188496200E1
1.586917546E1,2.140548706E-2,7.589218140E-2,1.160327087E1,1.160353880E1
1.587921146E1,3.727249146E-2,5.733078003E-2,1.116797607E1,1.116818542E1
1.588924746E1,7.005432129E-2,-6.885681152E-3,1.067130890E1,1.067154106E1
1.589928446E1,6.780899048E-2,-3.263214111E-2,1.030397278E1,1.030424757E1
1.590932388E1,4.266128540E-2,-3.442840576E-2,9.985285492E0,9.985435977E0
1.591936088E1,7.185058594E-3,-4.400848389E-2,9.792037354E0,9.792138883E0
1.592939688E1,1.930984497E-2,-6.017486572E-2,9.419611816E0,9.419823812E0
1.593943388E1,3.143463135E-2,-8.786727905E-2,8.930728455E0,8.931216016E0
1.594946988E1,2.829116821E-2,-8.936416626E-2,8.501870270E0,8.502386984E0
1.595950688E1,2.439926147E-2,-8.232879639E-2,8.171656952E0,8.172108094E0
1.596954287E1,2.529739380E-2,-8.861572266E-2,7.806715851E0,7.807259768E0
1.597957988E1,2.095642090E-2,-1.092727661E-1,7.433092804E0,7.433925500E0
1.598961588E1,2.499801636E-2,-1.221459961E-1,7.127428436E0,7.128518826E0
1.599965288E1,1.437011719E-2,-9.340576172E-2,6.957831116E0,6.958472891E0
1.600968888E1,9.729766846E-3,-7.349716187E-2,6.828350372E0,6.828752837E0
1.601972587E1,1.841171265E-2,-9.160949707E-2,6.635102234E0,6.635760163E0
1.602976188E1,1.811233521E-2,-1.200503540E-1,6.502627716E0,6.503761016E0
1.603979888E1,5.987548828E-3,-1.309776306E-1,6.509663086E0,6.510983373E0
1.604983488E1,9.131011963E-3,-1.037342834E-1,6.381230164E0,6.382079800E0
1.605987188E1,3.308120728E-2,-7.873626709E-2,6.219716034E0,6.220302349E0
1.606990788E1,2.484832764E-2,-6.242019653E-2,6.282585297E0,6.282944511E0
1.607994488E1,9.580078125E-3,-6.870712280E-2,6.402785339E0,6.403161137E0
1.608998088E1,1.437011719E-2,-7.873626709E-2,6.458170166E0,6.458666100E0
1.610001788E1,7.783813477E-3,-7.319778442E-2,6.602619781E0,6.603030099E0
1.611005388E1,-5.987548828E-4,-5.149291992E-2,6.813680878E0,6.813875475E0
1.612009088E1,2.724334717E-2,-6.361770630E-2,6.978188782E0,6.978531943E0
1.613012688E1,3.966751099E-2,-7.035369873E-2,7.184160461E0,7.184614443E0
1.614016388E1,2.664459229E-2,-5.029541016E-2,7.450756073E0,7.450973468E0
1.615019988E1,1.826202393E-2,-1.362167358E-2,7.923772430E0,7.923805183E0
1.616023688E1,1.856140137E-2,-8.981323242E-3,8.270601196E0,8.270626901E0
1.617027288E1,3.637435913E-2,-2.544708252E-2,8.529562683E0,8.529678201E0
1.618030888E1,4.460723877E-2,-1.631607056E-2,8.834179230E0,8.834306916E0
1.619034587E1,3.757186890E-2,-2.245330811E-3,9.306746521E0,9.306822631E0
1.620038188E1,1.856140137E-2,3.353027344E-2,9.773625641E0,9.773700782E0
1.621041888E1,7.484436035E-3,5.493576050E-2,1.016506165E1,1.016521285E1
1.622045488E1,3.921844482E-2,4.715194702E-2,1.043285477E1,1.043303503E1
1.623049188E1,6.002517700E-2,4.894821167E-2,1.075992462E1,1.076020338E1
1.624052788E1,5.179229736E-2,6.930587769E-2,1.119836288E1,1.119869711E1
1.625056488E1,4.595443726E-2,8.412506104E-2,1.158695480E1,1.158735131E1
1.626060088E1,3.906875610E-2,5.493576050E-2,1.197973801E1,1.197992767E1
1.627063788E1,4.445755005E-2,5.014572144E-2,1.239242981E1,1.239261101E1
1.628067388E1,4.805007935E-2,5.194198608E-2,1.261606476E1,1.261626319E1
1.629071088E1,5.523513794E-2,4.790039063E-2,1.280287628E1,1.280308504E1
1.630074688E1,7.170089722E-2,1.766326904E-2,1.300899765E1,1.300920723E1
1.631078388E1,6.825805664E-2,-2.769241333E-2,1.326915665E1,1.326936111E1
1.632081988E1,5.927673340E-2,-4.864883423E-2,1.342603043E1,1.342624942E1
1.633085688E1,6.930587769E-2,-1.871109009E-2,1.353620132E1,1.353639168E1
1.634089288E1,7.679031372E-2,5.388793945E-3,1.360565689E1,1.360587466E1
1.635092987E1,6.885681152E-2,-2.993774414E-3,1.371028931E1,1.371046254E1
1.636096587E1,5.598358154E-2,-3.742218018E-2,1.374531647E1,1.374548142E1
1.637100288E1,6.271957397E-2,-2.469863892E-2,1.368783600E1,1.368800198E1
1.638103888E1,7.334747314E-2,-5.987548828E-3,1.357152786E1,1.357172739E1
1.639107588E1,9.086105347E-2,-5.987548828E-3,1.327274918E1,1.327306153E1
1.640111188E1,9.475296021E-2,-1.362167358E-2,1.305824524E1,1.305859611E1
1.641114888E1,6.840774536E-2,2.170486450E-2,1.293535080E1,1.293554989E1
1.642118488E1,5.658233643E-2,2.275268555E-2,1.278102173E1,1.278116723E1
1.643122088E1,5.209167480E-2,2.604583740E-2,1.248838028E1,1.248851608E1
1.644125788E1,5.179229736E-2,2.948867798E-2,1.213795898E1,1.213810530E1
1.645129388E1,6.691085815E-2,4.520599365E-2,1.176882660E1,1.176910363E1
1.646133088E1,6.391708374E-2,5.089416504E-2,1.147049698E1,1.147078797E1
1.647136688E1,3.158432007E-2,6.376739502E-2,1.119596786E1,1.119619401E1
1.648140388E1,3.098556519E-2,3.876937866E-2,1.081950073E1,1.081961456E1
1.649143988E1,3.966751099E-2,-1.302291870E-2,1.041264679E1,1.041273049E1
1.650147688E1,4.715194702E-2,-2.380050659E-2,9.965825958E0,9.965965924E0
1.651151288E1,4.041595459E-2,-1.811233521E-2,9.564360809E0,9.564463351E0
1.652154987E1,1.930984497E-2,-1.317260742E-2,9.260193329E0,9.260222831E0
1.653158587E1,7.334747314E-3,-1.661544800E-2,8.924890594E0,8.924909075E0
1.654162288E1,1.901046753E-2,-1.122665405E-2,8.474177856E0,8.474206616E0
1.655165888E1,2.574645996E-2,-7.035369873E-3,8.018226013E0,8.018270435E0
1.656169588E1,3.787124634E-2,-6.436614990E-3,7.647297363E0,7.647393845E0
1.657173188E1,2.664459229E-2,-5.089416504E-3,7.448361053E0,7.448410449E0
1.658176888E1,2.050735474E-2,-2.918930054E-2,7.278164978E0,7.278252401E0
1.659180488E1,1.167572021E-2,-5.059478760E-2,7.060816956E0,7.061007877E0
1.660184188E1,8.981323242E-4,-4.894821167E-2,6.915169830E0,6.915343124E0
1.661187788E1,3.742218018E-3,-3.592529297E-2,6.711443481E0,6.711540675E0
1.662191488E1,2.484832764E-2,-6.167175293E-2,6.444099426E0,6.444442432E0
1.663195088E1,2.335144043E-2,-9.056167603E-2,6.360273743E0,6.360961310E0
1.664198788E1,9.729766846E-3,-9.355545044E-2,6.357279968E0,6.357975769E0
1.665202388E1,5.538482666E-3,-8.367599487E-2,6.312672729E0,6.313229707E0
1.666206088E1,2.320175171E-2,-6.646179199E-2,6.267915802E0,6.268311096E0
1.667209688E1,2.395019531E-2,-6.496490479E-2,6.358627167E0,6.359004128E0
1.668213288E1,2.799179077E-2,-6.735992432E-2,6.494245148E0,6.494654797E0
1.669216988E1,1.751358032E-2,-8.053253174E-2,6.688840485E0,6.689348193E0
1.670220587E1,1.990859985E-2,-8.113128662E-2,6.887028351E0,6.887534983E0
1.671224288E1,1.392105103E-2,-8.262817383E-2,7.114405518E0,7.114898951E0
1.672227888E1,2.439926147E-2,-1.007405090E-1,7.332501984E0,7.333234574E0
1.673231588E1,4.670288086E-2,-1.213975525E-1,7.475155334E0,7.476286899E0
1.674235188E1,5.149291992E-2,-1.070274353E-1,7.773035889E0,7.773943228E0
1.675238888E1,2.724334717E-2,-8.861572266E-2,8.229287109E0,8.229809310E0
1.676242488E1,1.721420288E-2,-9.445358276E-2,8.680149536E0,8.680680490E0
1.677246188E1,3.008743286E-2,-1.004411316E-1,8.962163086E0,8.962776403E0
1.678249788E1,3.607498169E-2,-8.367599487E-2,9.327253876E0,9.327698963E0
1.679253488E1,3.487747192E-2,-4.864883423E-2,9.791737976E0,9.791920942E0
1.680257088E1,2.888992310E-2,-1.511856079E-2,1.019230499E1,1.019235715E1
1.681260788E1,2.829116821E-2,1.047821045E-2,1.057805283E1,1.057809585E1
1.682264388E1,4.715194702E-2,4.939727783E-3,1.087892715E1,1.087903046E1
1.683268088E1,4.849914551E-2,1.362167358E-2,1.124326950E1,1.124338236E1
1.684271688E1,6.391708374E-2,3.338058472E-2,1.153800659E1,1.153823192E1
1.685275388E1,6.391708374E-2,3.966751099E-2,1.186477707E1,1.186501554E1
1.686278988E1,5.748046875E-2,3.173400879E-2,1.226459564E1,1.226477139E1
1.687282688E1,4.355941772E-2,4.146377563E-2,1.264330811E1,1.264345113E1
1.688286288E1,4.266128540E-2,7.559280396E-2,1.287382874E1,1.287412135E1
1.689289988E1,5.493576050E-2,9.415420532E-2,1.301513489E1,1.301559138E1
1.690293588E1,7.334747314E-2,7.304809570E-2,1.320748489E1,1.320789056E1
1.691296921E1,6.107299805E-2,5.912704468E-2,1.346045883E1,1.346072724E1
1.692300521E1,5.628295898E-2,4.041595459E-2,1.361314133E1,1.361331767E1
1.693304221E1,5.493576050E-2,4.670288086E-2,1.365670074E1,1.365689109E1
1.694307821E1,5.239105225E-2,5.209167480E-2,1.369816452E1,1.369836376E1
1.695311521E1,6.721023560E-2,2.484832764E-2,1.362975677E1,1.362994514E1
1.696315121E1,8.951385498E-2,1.586700439E-2,1.345162720E1,1.345193439E1
1.697318721E1,7.679031372E-2,3.173400879E-2,1.338711136E1,1.338736921E1
1.698322421E1,7.619155884E-2,5.059478760E-2,1.328247894E1,1.328279383E1
1.699326021E1,7.589218140E-2,6.571334839E-2,1.302995407E1,1.303034078E1
1.700329721E1,8.607101440E-2,7.005432129E-2,1.278416519E1,1.278464687E1
1.701333321E1,7.185058594E-2,7.424560547E-2,1.265094223E1,1.265136413E1
1.702337021E1,4.116439819E-2,7.304809570E-2,1.254047195E1,1.254075226E1
1.703340621E1,3.817062378E-2,3.637435913E-2,1.222777222E1,1.222788590E1
1.704344321E1,6.197113037E-2,7.484436035E-4,1.179532150E1,1.179548432E1
1.705347921E1,5.254074097E-2,-2.020797729E-2,1.139460480E1,1.139474385E1
1.706351621E1,5.194198608E-2,-3.682342529E-2,1.110106522E1,1.110124781E1
1.707355221E1,4.790039063E-2,-2.724334717E-2,1.068463120E1,1.068477330E1
1.708358921E1,3.517684937E-2,-5.014572144E-2,1.037956558E1,1.037974632E1
1.709362521E1,3.742218018E-2,-7.694000244E-2,1.002330643E1,1.002367158E1
1.710366221E1,3.577560425E-2,-8.322692871E-2,9.612111511E0,9.612538391E0
1.711369821E1,3.128494263E-2,-7.484436035E-2,9.156608734E0,9.156968054E0
1.712373521E1,2.739303589E-2,-7.544311523E-2,8.825497284E0,8.825862244E0
1.713377121E1,3.098556519E-2,-9.026229858E-2,8.506959686E0,8.507494960E0
1.714380821E1,2.200424194E-2,-9.190887451E-2,8.177794189E0,8.178340249E0
1.715384421E1,3.323089600E-2,-9.190887451E-2,7.776029663E0,7.776643804E0
1.716388121E1,3.592529297E-2,-8.502319336E-2,7.395371246E0,7.395947231E0
1.717391721E1,2.350112915E-2,-9.789642334E-2,7.226821747E0,7.227522990E0
1.718395421E1,1.347198486E-2,-1.019380188E-1,7.051985321E0,7.052734918E0
1.719399021E1,1.691482544E-2,-9.565109253E-2,6.875502319E0,6.876188434E0
1.720402721E1,-2.694396973E-3,-7.185058594E-2,6.781348114E0,6.781729279E0
1.721406321E1,-7.634124756E-3,-5.194198608E-2,6.610403595E0,6.610612070E0
1.722410021E1,7.634124756E-3,-4.400848389E-2,6.399941254E0,6.400097115E0
1.723413621E1,2.335144043E-2,-5.164260864E-2,6.321803741E0,6.322057797E0
1.724417321E1,2.559677124E-2,-5.059478760E-2,6.349196777E0,6.349449956E0
1.725420921E1,1.990859985E-2,-4.655319214E-2,6.413562927E0,6.413762778E0
1.726424521E1,1.332229614E-2,-2.589614868E-2,6.440207520E0,6.440273363E0
1.727428221E1,1.526824951E-2,-4.385879517E-2,6.467899933E0,6.468066655E0
1.728431821E1,2.499801636E-2,-3.802093506E-2,6.608757019E0,6.608913665E0
1.729435521E1,2.484832764E-2,-3.832031250E-2,6.848558350E0,6.848710634E0
1.730439121E1,1.541793823E-2,-3.891906738E-2,7.065756683E0,7.065880689E0
1.731442821E1,1.960922241E-2,-2.664459229E-2,7.331154785E0,7.331229429E0
1.732446421E1,2.993774414E-2,-2.829116821E-2,7.586823120E0,7.586934935E0
1.733450121E1,3.682342529E-2,-2.529739380E-2,7.835007019E0,7.835134390E0
1.734453721E1,3.442840576E-2,-1.556762695E-2,8.175848236E0,8.175935546E0
1.735457421E1,2.260299683E-2,8.831634521E-3,8.670719147E0,8.670753105E0
1.736461021E1,9.280700684E-3,-1.197509766E-3,9.127868500E0,9.127873296E0
1.737464721E1,2.290237427E-2,-2.903961182E-2,9.475894775E0,9.475966949E0
1.738468321E1,3.442840576E-2,-3.966751099E-2,9.771080933E0,9.771222105E0
1.739472021E1,3.876937866E-2,-2.290237427E-2,1.012464569E1,1.012474582E1
1.740475621E1,4.954696655E-2,-5.987548828E-3,1.047701294E1,1.047713181E1
1.741479321E1,5.523513794E-2,8.532257080E-3,1.082608704E1,1.082623130E1
1.742482921E1,4.385879517E-2,-7.484436035E-4,1.125255020E1,1.125263570E1
1.743486621E1,4.864883423E-2,8.232879639E-3,1.162258072E1,1.162268545E1
1.744490221E1,4.819976807E-2,1.751358032E-2,1.195488968E1,1.195499967E1
1.745493921E1,5.703140259E-2,1.167572021E-2,1.226235031E1,1.226248849E1
1.746497521E1,5.254074097E-2,1.212478638E-2,1.265064285E1,1.265075777E1
1.747501221E1,5.224136353E-2,-4.490661621E-4,1.297771271E1,1.297781786E1
1.748504821E1,5.448669434E-2,3.143463135E-3,1.315674042E1,1.315685362E1
1.749508521E1,6.092330933E-2,4.490661621E-4,1.325269089E1,1.325283093E1
1.750512121E1,6.676116943E-2,-1.646575928E-2,1.336735245E1,1.336752930E1
1.751515821E1,5.927673340E-2,-3.278182983E-2,1.355655899E1,1.355672822E1
1.752519421E1,6.316864014E-2,-1.856140137E-2,1.362346985E1,1.362362894E1
1.753523121E1,4.939727783E-2,1.092727661E-2,1.368499191E1,1.368508543E1
1.754526721E1,5.478607178E-2,3.023712158E-2,1.367780685E1,1.367795000E1
1.755530421E1,8.232879639E-2,2.903961182E-2,1.348096619E1,1.348124885E1
1.756534021E1,8.412506104E-2,1.841171265E-2,1.329385529E1,1.329413421E1
1.757537621E1,7.993377686E-2,2.948867798E-2,1.319057007E1,1.319084522E1
1.758541321E1,7.319778442E-2,3.353027344E-2,1.309596680E1,1.309621428E1
1.759544921E1,7.634124756E-2,3.981719971E-2,1.286305115E1,1.286333931E1
1.760548621E1,7.469467163E-2,5.254074097E-2,1.256606873E1,1.256640056E1
1.761552221E1,5.059478760E-2,7.200027466E-2,1.232087860E1,1.232119286E1
1.762555921E1,2.978805542E-2,7.394622803E-2,1.214200058E1,1.214226229E1
1.763559521E1,3.996688843E-2,6.017486572E-2,1.178963333E1,1.178985464E1
1.764563221E1,5.658233643E-2,4.700225830E-2,1.135373978E1,1.135397806E1
1.765566821E1,4.834945679E-2,5.179229736E-2,1.103849533E1,1.103872272E1
1.766570521E1,4.819976807E-2,5.643264771E-2,1.065933380E1,1.065959216E1
1.767574121E1,4.326004028E-2,4.056564331E-2,1.026325745E1,1.026342878E1
1.768577821E1,3.083587646E-2,2.305206299E-2,9.927805023E0,9.927879674E0
1.769581421E1,2.454895020E-2,6.586303711E-3,9.626331940E0,9.626365495E0
1.770585121E1,3.532653809E-2,-5.388793945E-3,9.207502899E0,9.207572245E0
1.771588721E1,4.041595459E-2,-1.676513672E-2,8.725654907E0,8.725764613E0
1.772592421E1,2.903961182E-2,-2.948867798E-2,8.347391510E0,8.347494109E0
1.773596021E1,2.409988403E-2,-5.119354248E-2,8.033793640E0,8.033992895E0
1.774599721E1,1.676513672E-2,-7.095245361E-2,7.798183594E0,7.798524391E0
1.775603321E1,3.113525391E-2,-6.885681152E-2,7.449708252E0,7.450091523E0
1.776607021E1,1.122665405E-2,-5.972579956E-2,7.297175446E0,7.297428499E0
1.777610621E1,2.993774414E-3,-8.816665649E-2,7.173233185E0,7.173775620E0
1.778614321E1,3.293151855E-3,-1.100212097E-1,6.964118042E0,6.964987840E0
1.779617921E1,-2.095642090E-3,-1.134640503E-1,6.751709747E0,6.752663400E0
1.780621621E1,-1.646575928E-3,-1.082249451E-1,6.670877838E0,6.671755877E0
1.781625221E1,-1.347198486E-3,-1.065783691E-1,6.551126862E0,6.551993889E0
1.782628921E1,2.185455322E-2,-1.103205872E-1,6.349346466E0,6.350342416E0
1.783632521E1,4.146377563E-2,-1.288819885E-1,6.227050781E0,6.228522397E0
1.784636221E1,2.619552612E-2,-1.206491089E-1,6.320007477E0,6.321213247E0
1.785639821E1,1.062789917E-2,-1.047821045E-1,6.499633942E0,6.500487183E0
1.786643521E1,1.122665405E-2,-1.095721436E-1,6.635850677E0,6.636764747E0
1.787647121E1,1.661544800E-2,-1.086740112E-1,6.726262665E0,6.727161032E0
1.788650721E1,2.619552612E-2,-1.053808594E-1,6.917415161E0,6.918267402E0
1.789654421E1,2.020797729E-2,-7.469467163E-2,7.136858826E0,7.137278302E0
1.790658021E1,1.856140137E-2,-4.655319214E-2,7.374115448E0,7.374285753E0
1.791662096E1,2.544708252E-2,-4.640350342E-2,7.627688141E0,7.627871736E0
1.792665696E1,3.472778320E-2,-5.538482666E-2,7.969427490E0,7.969695604E0
1.793669396E1,3.921844482E-2,-5.433700562E-2,8.298143921E0,8.298414495E0
1.794672996E1,3.248245239E-2,-4.131408691E-2,8.624465332E0,8.624625454E0
1.795676696E1,2.185455322E-2,-2.784210205E-2,9.022337952E0,9.022407379E0
1.796680296E1,1.032852173E-2,-3.442840576E-3,9.504185944E0,9.504192179E0
1.797683996E1,2.380050659E-2,-4.490661621E-3,9.902208252E0,9.902237873E0
1.798687596E1,3.936813354E-2,1.377136230E-2,1.017179764E1,1.017188314E1
1.799691296E1,6.047424316E-2,4.221221924E-2,1.044677582E1,1.044703613E1
1.800694896E1,6.571334839E-2,6.137237549E-2,1.078103073E1,1.078140568E1
1.801698596E1,5.957611084E-2,5.358856201E-2,1.116662888E1,1.116691638E1
1.802702196E1,5.463638306E-2,4.610412598E-2,1.159653488E1,1.159675524E1
1.803705896E1,4.520599365E-2,5.254074097E-2,1.202224960E1,1.202244940E1
1.804709496E1,4.251159668E-2,5.179229736E-2,1.234946915E1,1.234965092E1
1.805713196E1,4.909790039E-2,3.966751099E-2,1.258118729E1,1.258134562E1
1.806716796E1,5.059478760E-2,2.948867798E-2,1.282532959E1,1.282546329E1
1.807720496E1,6.197113037E-2,2.170486450E-2,1.307695633E1,1.307712118E1
1.808724096E1,5.777984619E-2,3.562591553E-2,1.328277832E1,1.328295177E1
1.809727796E1,6.227050781E-2,5.448669434E-2,1.340986404E1,1.341011932E1
1.810731396E1,6.331832886E-2,5.014572144E-2,1.354398514E1,1.354422597E1
1.811735096E1,6.062393188E-2,1.556762695E-2,1.362915802E1,1.362930174E1
1.812738696E1,4.909790039E-2,9.729766846E-3,1.367077148E1,1.367086311E1
1.813742396E1,4.475692749E-2,2.484832764E-2,1.368080063E1,1.368089641E1
1.814745996E1,7.095245361E-2,1.526824951E-2,1.351749023E1,1.351768507E1
1.815749696E1,1.005908203E-1,1.871109009E-2,1.322110657E1,1.322150247E1
1.816753296E1,9.669891357E-2,3.173400879E-2,1.301962555E1,1.302002332E1
1.817756996E1,8.457412720E-2,2.484832764E-2,1.291349625E1,1.291379710E1
1.818760596E1,6.661148071E-2,1.871109009E-2,1.284134628E1,1.284153268E1
1.819764196E1,6.346801758E-2,7.334747314E-3,1.267788620E1,1.267804719E1
1.820767896E1,5.508544922E-2,-2.544708252E-3,1.239108261E1,1.239120531E1
1.821771496E1,4.715194702E-2,-9.879455566E-3,1.211595474E1,1.211605052E1
1.822775196E1,5.194198608E-2,3.143463135E-3,1.181942139E1,1.181953594E1
1.823778796E1,5.254074097E-2,-9.280700684E-3,1.138502472E1,1.138514974E1
1.824782496E1,6.047424316E-2,-3.547622681E-2,1.098909805E1,1.098932171E1
1.825786096E1,4.819976807E-2,-2.529739380E-2,1.062131287E1,1.062145236E1
1.826789796E1,4.760101318E-2,-2.125579834E-2,1.021236328E1,1.021249634E1
1.827793396E1,5.328918457E-2,-2.020797729E-2,9.771529999E0,9.771696200E0
1.828797096E1,3.562591553E-2,-2.993774414E-2,9.460925903E0,9.461040346E0
1.829800696E1,1.257385254E-2,-3.323089600E-2,9.179062042E0,9.179130807E0
1.830804396E1,2.065704346E-2,-2.499801636E-2,8.810079346E0,8.810139028E0
1.831807996E1,3.293151855E-2,-3.113525391E-2,8.370443573E0,8.370566259E0
1.832811696E1,3.847000122E-2,-4.101470947E-2,8.000862122E0,8.001059732E0
1.833815296E1,3.412902832E-2,-4.430786133E-2,7.755073242E0,7.755274913E0
1.834818996E1,2.499801636E-2,-4.490661621E-2,7.495962067E0,7.496138260E0
1.835822596E1,1.496887207E-3,-3.053649902E-2,7.291187897E0,7.291251996E0
1.836826296E1,-1.362167358E-2,-2.110610962E-2,7.174580383E0,7.174624359E0
1.837829896E1,-5.688171387E-3,-3.906875610E-2,7.006929016E0,7.007040242E0
1.838833596E1,5.538482666E-3,-5.718109131E-2,6.732848969E0,6.733094057E0
1.839837196E1,1.287322998E-2,-6.242019653E-2,6.538702698E0,6.539013303E0
1.840840896E1,1.496887207E-3,-6.301895142E-2,6.480024719E0,6.480331318E0
1.841844496E1,-1.796264648E-3,-4.969665527E-2,6.454278259E0,6.454469834E0
1.842848196E1,1.451980591E-2,-6.855743408E-2,6.421795807E0,6.422178161E0
1.843851796E1,3.562591553E-2,-6.107299805E-2,6.342610474E0,6.343004551E0
1.844855496E1,3.667373657E-2,-5.748046875E-2,6.459667053E0,6.460026889E0
1.845859096E1,6.885681152E-3,-5.688171387E-2,6.664441223E0,6.664687521E0
1.846862796E1,8.681945801E-3,-6.631210327E-2,6.806196442E0,6.806525007E0
1.847866396E1,2.125579834E-2,-7.843688965E-2,6.974596252E0,6.975069680E0
1.848870096E1,2.335144043E-2,-7.619155884E-2,7.203769684E0,7.204210443E0
1.849873696E1,3.547622681E-2,-7.768844604E-2,7.393574982E0,7.394068235E0
1.850877396E1,4.266128540E-2,-5.523513794E-2,7.591313782E0,7.591634596E0
1.851880996E1,4.146377563E-2,-5.733078003E-2,7.922724609E0,7.923040534E0
1.852884596E1,2.709365845E-2,-7.484436035E-2,8.370144196E0,8.370522660E0
1.853888296E1,1.960922241E-2,-8.966354370E-2,8.821904755E0,8.822382194E0
1.854891896E1,1.736389160E-2,-6.361770630E-2,9.175768890E0,9.176005855E0
1.855895596E1,3.682342529E-2,-5.179229736E-2,9.494755554E0,9.494968217E0
1.856899196E1,3.532653809E-2,-4.640350342E-2,9.897118835E0,9.897290664E0
1.857902896E1,4.370910645E-2,-3.951782227E-2,1.018287460E1,1.018304509E1
1.858906496E1,5.463638306E-2,-2.155517578E-2,1.050605255E1,1.050621673E1
1.859910196E1,6.451583862E-2,6.885681152E-3,1.082773361E1,1.082792800E1
1.860913796E1,7.349716187E-2,1.586700439E-2,1.119641693E1,1.119666940E1
1.861917496E1,6.421646118E-2,4.640350342E-3,1.154459290E1,1.154477243E1
1.862921096E1,5.957611084E-2,1.212478638E-2,1.191926376E1,1.191941882E1
1.863924796E1,4.116439819E-2,2.993774414E-2,1.235605545E1,1.235616029E1
1.864928396E1,4.056564331E-2,4.296066284E-2,1.272204437E1,1.272218158E1
1.865932096E1,4.400848389E-2,1.960922241E-2,1.294642776E1,1.294651741E1
1.866935696E1,6.032455444E-2,-4.640350342E-3,1.306453217E1,1.306467226E1
1.867939396E1,6.930587769E-2,7.484436035E-3,1.325822937E1,1.325841263E1
1.868942996E1,5.643264771E-2,4.101470947E-2,1.344069992E1,1.344088097E1
1.869946696E1,3.936813354E-2,4.640350342E-2,1.358200607E1,1.358214240E1
1.870950296E1,3.772155762E-2,4.355941772E-2,1.364277969E1,1.364290138E1
1.871953996E1,4.535568237E-2,5.254074097E-2,1.360311218E1,1.360328926E1
1.872957596E1,7.080276489E-2,6.691085815E-2,1.346465012E1,1.346500252E1
1.873961296E1,7.963439941E-2,6.706054688E-2,1.335163513E1,1.335204102E1
1.874964896E1,8.876541138E-2,5.703140259E-2,1.320404205E1,1.320446358E1
1.875968596E1,8.622070312E-2,5.673202515E-2,1.307501038E1,1.307541773E1
1.876972196E1,9.235794067E-2,5.748046875E-2,1.292337570E1,1.292383355E1
1.877975896E1,6.212081909E-2,7.469467163E-2,1.279239807E1,1.279276697E1
1.878979496E1,4.805007935E-2,6.316864014E-2,1.265453476E1,1.265478364E1
1.879983196E1,4.595443726E-2,4.176315308E-2,1.240605148E1,1.240620689E1
1.880986796E1,3.802093506E-2,3.712280273E-2,1.207688599E1,1.207700289E1
1.881990496E1,4.086502075E-2,5.134323120E-2,1.173993668E1,1.174012007E1
1.882994096E1,4.685256958E-2,4.745132446E-2,1.130045059E1,1.130064734E1
