"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.312835538E1,1.631607056E-2,5.388793945E-3,9.752968597E0,9.752983734E0
4.313839238E1,1.302291870E-2,-9.580078125E-3,9.443412323E0,9.443426162E0
4.314842838E1,1.990859985E-2,-3.861968994E-2,9.101523285E0,9.101626994E0
4.315846538E1,2.694396973E-2,-5.538482666E-2,8.798104248E0,8.798319829E0
4.316850138E1,2.888992310E-2,-6.526428223E-2,8.537196808E0,8.537495147E0
4.317853838E1,3.128494263E-2,-7.155120850E-2,8.286019135E0,8.286387115E0
4.318857438E1,2.604583740E-2,-5.837860107E-2,8.093220062E0,8.093472519E0
4.319861137E1,2.395019531E-2,-4.161346436E-2,7.944728851E0,7.944873933E0
4.320864737E1,2.200424194E-2,-2.993774414E-2,7.783813477E0,7.783902151E0
4.321868438E1,2.080673218E-2,-2.200424194E-2,7.633526001E0,7.633586072E0
4.322872138E1,2.335144043E-2,-3.562591553E-2,7.514074402E0,7.514195141E0
4.323875738E1,2.784210205E-2,-4.550537109E-2,7.424261169E0,7.424452831E0
4.324879437E1,1.751358032E-2,-5.987548828E-2,7.359146576E0,7.359410990E0
4.325883038E1,2.439926147E-2,-6.182144165E-2,7.306605835E0,7.306908104E0
4.326886738E1,2.290237427E-2,-6.301895142E-2,7.282056885E0,7.282365576E0
4.327890338E1,1.886077881E-2,-6.541397095E-2,7.308102722E0,7.308419810E0
4.328894038E1,1.781295776E-2,-6.750961304E-2,7.377109222E0,7.377439619E0
4.329897638E1,1.377136230E-2,-6.511459351E-2,7.496411133E0,7.496706572E0
4.330901338E1,1.766326904E-2,-6.182144165E-2,7.628586273E0,7.628857215E0
4.331904938E1,2.080673218E-2,-5.583389282E-2,7.777676239E0,7.777904475E0
4.332908638E1,2.095642090E-2,-3.906875610E-2,7.897876282E0,7.898000715E0
4.333912238E1,2.859054565E-2,-2.754272461E-2,8.059240723E0,8.059338499E0
4.334915938E1,2.634521484E-2,-1.257385254E-2,8.271349640E0,8.271401153E0
4.335919538E1,3.592529297E-2,-6.137237549E-3,8.473878479E0,8.473956854E0
4.336923238E1,2.754272461E-2,-5.239105225E-3,8.715925140E0,8.715970233E0
4.337926838E1,2.963836670E-2,-1.960922241E-2,8.988208923E0,8.988279179E0
4.338930538E1,3.113525391E-2,-3.382965088E-2,9.281149750E0,9.281263628E0
4.339934138E1,3.128494263E-2,-3.502716064E-2,9.575288086E0,9.575403259E0
4.340937837E1,2.933898926E-2,-2.993774414E-2,9.912836151E0,9.912924775E0
4.341941538E1,3.412902832E-2,-3.472778320E-2,1.025906616E1,1.025918171E1
4.342945138E1,2.888992310E-2,-2.514770508E-2,1.055245605E1,1.055252557E1
4.343948838E1,2.619552612E-2,-9.131011963E-3,1.082099762E1,1.082103318E1
4.344952438E1,3.921844482E-2,-1.347198486E-3,1.106005051E1,1.106012012E1
4.345956137E1,4.415817261E-2,6.436614990E-3,1.130164810E1,1.130173620E1
4.346959738E1,4.326004028E-2,6.735992432E-3,1.152109177E1,1.152117495E1
4.347963438E1,4.370910645E-2,2.649490356E-2,1.167182831E1,1.167194022E1
4.348967038E1,5.284011841E-2,1.751358032E-2,1.182615738E1,1.182628839E1
4.349970738E1,5.433700562E-2,-7.484436035E-4,1.199605408E1,1.199617716E1
4.350974338E1,5.703140259E-2,-2.544708252E-2,1.216101105E1,1.216117140E1
4.351978038E1,6.825805664E-2,-1.945953369E-2,1.230875381E1,1.230895846E1
4.352981638E1,6.077362061E-2,-1.257385254E-2,1.247176483E1,1.247191924E1
4.353985338E1,4.969665527E-2,1.197509766E-2,1.260753250E1,1.260763614E1
4.354988938E1,5.149291992E-2,3.951782227E-2,1.265318756E1,1.265335405E1
4.355992638E1,5.134323120E-2,5.029541016E-2,1.265528320E1,1.265548730E1
4.356996238E1,5.628295898E-2,7.185058594E-2,1.262983612E1,1.263016590E1
4.357999938E1,5.942642212E-2,6.167175293E-2,1.254346573E1,1.254375810E1
4.359003538E1,5.448669434E-2,4.715194702E-2,1.242940292E1,1.242961179E1
4.360007238E1,6.586303711E-2,2.604583740E-2,1.229303650E1,1.229324053E1
4.361010938E1,6.212081909E-2,8.083190918E-3,1.214215027E1,1.214231187E1
4.362014537E1,5.972579956E-2,5.089416504E-3,1.200308945E1,1.200323912E1
4.363018238E1,6.376739502E-2,4.490661621E-3,1.184052750E1,1.184070006E1
4.364021838E1,5.508544922E-2,1.377136230E-2,1.165835632E1,1.165849459E1
4.365025538E1,4.924758911E-2,2.664459229E-2,1.149519562E1,1.149533199E1
4.366029138E1,5.194198608E-2,2.859054565E-2,1.126692032E1,1.126707632E1
4.367032837E1,4.685256958E-2,3.532653809E-2,1.099628311E1,1.099643967E1
4.368036438E1,3.876937866E-2,2.903961182E-2,1.076351715E1,1.076362615E1
4.369040138E1,3.906875610E-2,1.152603149E-2,1.049826874E1,1.049834776E1
4.370043738E1,3.128494263E-2,-1.466949463E-2,1.022194336E1,1.022200176E1
4.371047438E1,2.664459229E-2,-3.757186890E-2,9.952204285E0,9.952310873E0
4.372051038E1,3.053649902E-2,-4.954696655E-2,9.642947388E0,9.643123026E0
4.373054738E1,2.589614868E-2,-4.984634399E-2,9.375303955E0,9.375472229E0
4.374058338E1,2.170486450E-2,-4.730163574E-2,9.096733246E0,9.096882119E0
4.375062038E1,1.856140137E-2,-3.487747192E-2,8.837921448E0,8.838009758E0
4.376065638E1,2.844085693E-2,-3.697311401E-2,8.571176147E0,8.571303077E0
4.377069338E1,2.290237427E-2,-3.008743286E-2,8.350684662E0,8.350770270E0
4.378072938E1,2.829116821E-2,-2.933898926E-2,8.126301270E0,8.126403478E0
4.379076638E1,3.008743286E-2,-4.430786133E-2,7.925868073E0,7.926049025E0
4.380080338E1,2.694396973E-2,-5.583389282E-2,7.776927795E0,7.777174894E0
4.381083938E1,1.676513672E-2,-6.870712280E-2,7.641309814E0,7.641637090E0
4.382087638E1,2.604583740E-2,-7.738906860E-2,7.490872650E0,7.491317675E0
4.383091238E1,2.380050659E-2,-7.903564453E-2,7.402855682E0,7.403315835E0
4.384094938E1,1.945953369E-2,-9.550140381E-2,7.342381439E0,7.343028285E0
4.385098538E1,1.646575928E-2,-9.729766846E-2,7.344776459E0,7.345439346E0
4.386102238E1,2.185455322E-2,-1.011895752E-1,7.344327393E0,7.345056964E0
4.387105838E1,1.990859985E-2,-9.520202637E-2,7.406298523E0,7.406937126E0
4.388109537E1,1.811233521E-2,-7.604187012E-2,7.460934906E0,7.461344389E0
4.389113137E1,2.155517578E-2,-6.092330933E-2,7.543862457E0,7.544139252E0
4.390116838E1,2.245330811E-2,-6.391708374E-2,7.659871216E0,7.660170794E0
4.391120438E1,2.320175171E-2,-5.388793945E-2,7.755372620E0,7.755594542E0
4.392124138E1,2.335144043E-2,-4.475692749E-2,7.882158966E0,7.882320625E0
4.393127738E1,3.143463135E-2,-4.864883423E-2,8.037086792E0,8.037295500E0
4.394131446E1,3.637435913E-2,-4.909790039E-2,8.224946136E0,8.225173107E0
4.395135046E1,2.814147949E-2,-4.385879517E-2,8.469687195E0,8.469847502E0
4.396138746E1,3.802093506E-2,-4.535568237E-2,8.751401367E0,8.751601489E0
4.397142346E1,4.326004028E-2,-4.101470947E-2,9.057365112E0,9.057561284E0
4.398146046E1,3.323089600E-2,-3.397933960E-2,9.361831970E0,9.361952613E0
4.399149646E1,2.395019531E-2,-2.065704346E-2,9.681567078E0,9.681618739E0
4.400153346E1,2.978805542E-2,-5.837860107E-3,9.961934052E0,9.961980298E0
4.401157046E1,2.649490356E-2,1.122665405E-2,1.022852966E1,1.022857014E1
4.402160646E1,2.724334717E-2,3.128494263E-2,1.053030212E1,1.053038384E1
4.403164346E1,2.799179077E-2,4.011657715E-2,1.076606186E1,1.076617299E1
4.404167946E1,3.712280273E-2,2.724334717E-2,1.098340988E1,1.098350640E1
4.405171646E1,3.921844482E-2,2.544708252E-2,1.122830063E1,1.122839796E1
4.406175246E1,4.595443726E-2,2.275268555E-2,1.145088776E1,1.145100257E1
4.407178946E1,4.715194702E-2,6.586303711E-3,1.169996979E1,1.170006665E1
4.408182546E1,5.553451538E-2,-2.095642090E-3,1.190025330E1,1.190038306E1
4.409186246E1,5.448669434E-2,1.242416382E-2,1.209829147E1,1.209842055E1
4.410189846E1,5.119354248E-2,1.841171265E-2,1.225217148E1,1.225229226E1
4.411193546E1,4.909790039E-2,3.248245239E-2,1.237940689E1,1.237954687E1
4.412197146E1,5.852828979E-2,3.712280273E-2,1.247086670E1,1.247105929E1
4.413200846E1,5.313949585E-2,3.502716064E-2,1.254316635E1,1.254332782E1
4.414204446E1,5.493576050E-2,4.924758911E-2,1.259780273E1,1.259801877E1
4.415208146E1,5.074447632E-2,4.340972900E-2,1.258388168E1,1.258405887E1
4.416211746E1,5.807922363E-2,3.098556519E-2,1.254256760E1,1.254274034E1
4.417215446E1,5.343887329E-2,1.990859985E-2,1.248987717E1,1.249000735E1
4.418219046E1,6.122268677E-2,3.442840576E-3,1.243988113E1,1.244003226E1
4.419222746E1,6.391708374E-2,1.107696533E-2,1.234333191E1,1.234350237E1
4.420226446E1,6.541397095E-2,8.382568359E-3,1.218466187E1,1.218484034E1
4.421230046E1,6.526428223E-2,2.200424194E-2,1.201775894E1,1.201795630E1
4.422233746E1,5.418731689E-2,2.140548706E-2,1.184486847E1,1.184501176E1
4.423237346E1,6.047424316E-2,1.721420288E-2,1.163201111E1,1.163218105E1
4.424241046E1,5.343887329E-2,1.751358032E-2,1.140927429E1,1.140941288E1
4.425244646E1,5.598358154E-2,4.490661621E-3,1.118114868E1,1.118128974E1
4.426248346E1,4.879852295E-2,-1.496887207E-2,1.093535980E1,1.093547893E1
4.427251946E1,4.400848389E-2,-3.128494263E-2,1.067564987E1,1.067578642E1
4.428255646E1,3.442840576E-2,-2.963836670E-2,1.043360321E1,1.043370211E1
4.429259246E1,2.829116821E-2,-3.218307495E-2,1.019709503E1,1.019718506E1
4.430262946E1,2.559677124E-2,-3.188369751E-2,9.969717865E0,9.969801707E0
4.431266546E1,2.978805542E-2,-3.996688843E-2,9.696236572E0,9.696364697E0
4.432270246E1,2.454895020E-2,-2.544708252E-2,9.403744812E0,9.403811286E0
4.433273846E1,2.065704346E-2,-2.200424194E-2,9.117539978E0,9.117589931E0
4.434277546E1,2.305206299E-2,-2.005828857E-2,8.829688568E0,8.829741443E0
4.435281146E1,2.095642090E-2,-2.709365845E-2,8.564440155E0,8.564508649E0
4.436284846E1,2.754272461E-2,-2.574645996E-2,8.320148163E0,8.320233586E0
4.437288446E1,2.200424194E-2,-4.116439819E-2,8.078849945E0,8.078984783E0
4.438292146E1,2.050735474E-2,-3.861968994E-2,7.900570679E0,7.900691684E0
4.439295846E1,1.826202393E-2,-4.834945679E-2,7.742649078E0,7.742821574E0
4.440299446E1,2.005828857E-2,-5.688171387E-2,7.610773315E0,7.611012306E0
4.441303146E1,9.879455566E-3,-5.807922363E-2,7.563621368E0,7.563850805E0
4.442306746E1,1.901046753E-2,-4.565505981E-2,7.502398682E0,7.502561680E0
4.443310446E1,2.215393066E-2,-4.146377563E-2,7.423213348E0,7.423362207E0
4.444314046E1,1.541793823E-2,-4.311035156E-2,7.381150818E0,7.381292814E0
4.445317746E1,2.065704346E-2,-4.326004028E-2,7.370672607E0,7.370828504E0
4.446321346E1,1.347198486E-2,-4.939727783E-2,7.388335876E0,7.388513288E0
4.447325046E1,1.317260742E-2,-4.760101318E-2,7.443121948E0,7.443285814E0
4.448328646E1,2.080673218E-2,-4.730163574E-2,7.509883118E0,7.510060906E0
4.449332346E1,2.230361938E-2,-4.655319214E-2,7.587721252E0,7.587896840E0
4.450335946E1,2.290237427E-2,-4.520599365E-2,7.710466003E0,7.710632535E0
4.451339646E1,2.395019531E-2,-4.610412598E-2,7.888595581E0,7.888766662E0
4.452343246E1,3.682342529E-2,-4.340972900E-2,8.102800140E0,8.103000092E0
4.453346946E1,2.769241333E-2,-5.119354248E-2,8.344996490E0,8.345199463E0
4.454350546E1,2.844085693E-2,-4.760101318E-2,8.588090973E0,8.588269983E0
4.455354246E1,3.787124634E-2,-4.415817261E-2,8.832682343E0,8.832873912E0
4.456357846E1,3.472778320E-2,-3.158432007E-2,9.096583557E0,9.096704678E0
4.457361546E1,3.353027344E-2,-2.275268555E-2,9.372310181E0,9.372397777E0
4.458365146E1,3.742218018E-2,-1.945953369E-2,9.638606415E0,9.638698704E0
4.459368846E1,3.338058472E-2,-2.110610962E-2,9.938283234E0,9.938361704E0
4.460372446E1,3.547622681E-2,-1.302291870E-2,1.017778519E1,1.017785535E1
4.461376146E1,3.802093506E-2,-1.197509766E-2,1.042806473E1,1.042814092E1
4.462379846E1,4.475692749E-2,3.891906738E-3,1.073462723E1,1.073472124E1
4.463383446E1,3.338058472E-2,4.340972900E-3,1.105585922E1,1.105591047E1
4.464387146E1,3.906875610E-2,7.933502197E-3,1.134865036E1,1.134872038E1
4.465390746E1,3.652404785E-2,9.131011963E-3,1.156779465E1,1.156785591E1
4.466394446E1,4.370910645E-2,1.152603149E-2,1.176747940E1,1.176756622E1
4.467398046E1,4.939727783E-2,1.302291870E-2,1.193722641E1,1.193733572E1
4.468401746E1,5.388793945E-2,1.676513672E-2,1.208107727E1,1.208120909E1
4.469405346E1,5.852828979E-2,2.230361938E-2,1.219708603E1,1.219724685E1
4.470409046E1,6.017486572E-2,2.769241333E-2,1.232297424E1,1.232315228E1
4.471412646E1,5.403762817E-2,3.308120728E-2,1.243194763E1,1.243210909E1
4.472416346E1,6.002517700E-2,2.694396973E-2,1.248359024E1,1.248376363E1
4.473419946E1,5.433700562E-2,3.547622681E-2,1.255484207E1,1.255500978E1
4.474423646E1,5.448669434E-2,4.281097412E-2,1.263702118E1,1.263721116E1
4.475427246E1,4.206253052E-2,4.340972900E-2,1.265902542E1,1.265916973E1
4.476430946E1,4.176315308E-2,4.640350342E-2,1.256382339E1,1.256397850E1
4.477434546E1,6.182144165E-2,4.355941772E-2,1.242416382E1,1.242439399E1
4.478438246E1,6.092330933E-2,3.787124634E-2,1.228884521E1,1.228905459E1
4.479441846E1,5.957611084E-2,3.008743286E-2,1.213107330E1,1.213125690E1
4.480445546E1,5.882766724E-2,2.305206299E-2,1.195773376E1,1.195790069E1
4.481449246E1,5.239105225E-2,1.586700439E-2,1.177541290E1,1.177554014E1
4.482452846E1,5.837860107E-2,2.484832764E-2,1.157363251E1,1.157380641E1
4.483456546E1,5.089416504E-2,2.095642090E-2,1.133966904E1,1.133980261E1
4.484460146E1,4.775070190E-2,2.170486450E-2,1.111663284E1,1.111675659E1
4.485463846E1,4.236190796E-2,2.140548706E-2,1.089928482E1,1.089938816E1
4.486467446E1,4.026626587E-2,-4.490661621E-4,1.070394104E1,1.070401679E1
4.487471146E1,3.562591553E-2,-1.227447510E-2,1.048734146E1,1.048740916E1
4.488474746E1,3.023712158E-2,-1.407073975E-2,1.019844223E1,1.019849676E1
4.489478446E1,3.367996216E-2,-1.676513672E-2,9.908944244E0,9.909015665E0
4.490482046E1,2.559677124E-2,-2.784210205E-2,9.643845520E0,9.643919680E0
4.491485746E1,1.916015625E-2,-4.311035156E-2,9.368418274E0,9.368537056E0
4.492489346E1,2.484832764E-2,-4.445755005E-2,9.058862000E0,9.059005168E0
4.493493046E1,2.559677124E-2,-5.209167480E-2,8.776249695E0,8.776441616E0
4.494496683E1,2.634521484E-2,-5.149291992E-2,8.502319336E0,8.502516079E0
4.495500383E1,3.607498169E-2,-5.209167480E-2,8.265362091E0,8.265604965E0
4.496503983E1,2.529739380E-2,-5.792953491E-2,8.101902008E0,8.102148600E0
4.497507683E1,1.960922241E-2,-5.643264771E-2,7.977360992E0,7.977584695E0
4.498511283E1,2.140548706E-2,-5.658233643E-2,7.877518616E0,7.877750903E0
4.499514983E1,1.377136230E-2,-7.843688965E-2,7.720794525E0,7.721205223E0
4.500518583E1,1.571731567E-2,-6.870712280E-2,7.595654755E0,7.595981757E0
4.501522283E1,2.005828857E-2,-8.427474976E-2,7.477999420E0,7.478501180E0
4.502525983E1,1.766326904E-2,-8.502319336E-2,7.408244476E0,7.408753414E0
4.503529583E1,1.077758789E-2,-7.858657837E-2,7.375762024E0,7.376188544E0
4.504533283E1,1.586700439E-2,-6.765930176E-2,7.355853424E0,7.356181696E0
4.505536883E1,1.721420288E-2,-6.885681152E-2,7.370073853E0,7.370415604E0
4.506540583E1,2.799179077E-2,-6.242019653E-2,7.430847473E0,7.431162358E0
4.507544183E1,2.484832764E-2,-4.984634399E-2,7.553741913E0,7.553947245E0
4.508547883E1,1.511856079E-2,-4.715194702E-2,7.704179077E0,7.704338202E0
4.509551483E1,2.185455322E-2,-3.263214111E-2,7.857310638E0,7.857408793E0
4.510555183E1,2.574645996E-2,-3.038681030E-2,8.001760254E0,8.001859371E0
4.511558783E1,3.188369751E-2,-3.053649902E-2,8.146209869E0,8.146329498E0
4.512562483E1,3.832031250E-2,-3.757186890E-2,8.318202209E0,8.318375328E0
4.513566083E1,4.071533203E-2,-4.296066284E-2,8.518635406E0,8.518841033E0
4.514569783E1,4.445755005E-2,-4.026626587E-2,8.754993896E0,8.755199368E0
4.515573383E1,3.293151855E-2,-4.116439819E-2,9.039103088E0,9.039256808E0
4.516577083E1,2.814147949E-2,-3.353027344E-2,9.330247650E0,9.330350338E0
4.517580683E1,3.233276367E-2,-2.574645996E-2,9.620194702E0,9.620283488E0
4.518584383E1,3.876937866E-2,-8.981323242E-4,9.944869537E0,9.944945147E0
4.519587983E1,3.367996216E-2,-2.694396973E-3,1.029139893E1,1.029145439E1
4.520591683E1,3.622467041E-2,-3.592529297E-3,1.059496765E1,1.059503019E1
4.521595283E1,3.053649902E-2,-1.272354126E-2,1.086291046E1,1.086296083E1
4.522598983E1,3.502716064E-2,-1.122665405E-2,1.105526047E1,1.105532166E1
4.523602683E1,5.044509888E-2,-1.197509766E-2,1.126512405E1,1.126524336E1
4.524606283E1,5.418731689E-2,-2.844085693E-3,1.147872986E1,1.147885811E1
4.525609983E1,5.508544922E-2,-6.885681152E-3,1.167631897E1,1.167645094E1
4.526613583E1,5.658233643E-2,7.484436035E-4,1.187271057E1,1.187284542E1
4.527617283E1,4.625381470E-2,1.092727661E-2,1.206356369E1,1.206365731E1
4.528620883E1,5.583389282E-2,8.981323242E-3,1.218705688E1,1.218718809E1
4.529624583E1,5.957611084E-2,1.272354126E-2,1.233809280E1,1.233824320E1
4.530628183E1,5.418731689E-2,3.218307495E-2,1.247326172E1,1.247342094E1
4.531631883E1,5.388793945E-2,4.655319214E-2,1.260094620E1,1.260114742E1
4.532635483E1,4.385879517E-2,4.894821167E-2,1.265169067E1,1.265186138E1
4.533639183E1,4.251159668E-2,3.412902832E-2,1.262684235E1,1.262696003E1
4.534642783E1,4.924758911E-2,2.065704346E-2,1.258448044E1,1.258459375E1
4.535646483E1,5.388793945E-2,3.742218018E-3,1.250664230E1,1.250675896E1
4.536650083E1,5.628295898E-2,1.811233521E-2,1.237371872E1,1.237385998E1
4.537653783E1,5.792953491E-2,1.856140137E-2,1.223840012E1,1.223855129E1
4.538657383E1,5.179229736E-2,2.080673218E-2,1.208077789E1,1.208090683E1
4.539661083E1,6.526428223E-2,2.005828857E-2,1.190938431E1,1.190958002E1
4.540664683E1,6.301895142E-2,1.526824951E-2,1.171493866E1,1.171511811E1
4.541668383E1,5.777984619E-2,1.451980591E-2,1.157587784E1,1.157603114E1
4.542671983E1,4.984634399E-2,4.191284180E-3,1.141915375E1,1.141926331E1
4.543675683E1,5.149291992E-2,3.891906738E-3,1.120000946E1,1.120012851E1
4.544679383E1,5.089416504E-2,4.340972900E-3,1.092069031E1,1.092080976E1
4.545682983E1,4.909790039E-2,-4.191284180E-3,1.062595322E1,1.062606747E1
4.546686683E1,3.667373657E-2,-2.215393066E-2,1.037896683E1,1.037905526E1
4.547690283E1,4.011657715E-2,-2.065704346E-2,1.009934830E1,1.009944910E1
4.548693983E1,3.353027344E-2,-1.571731567E-2,9.827513580E0,9.827583349E0
4.549697583E1,2.649490356E-2,-1.975891113E-2,9.574539642E0,9.574596689E0
4.550701283E1,2.784210205E-2,-1.781295776E-2,9.311536560E0,9.311595223E0
4.551704883E1,2.649490356E-2,-1.556762695E-2,9.045090637E0,9.045142838E0
4.552708583E1,2.080673218E-2,-2.170486450E-2,8.805289307E0,8.805340640E0
4.553712183E1,2.155517578E-2,-2.739303589E-2,8.591533813E0,8.591604523E0
4.554715883E1,3.442840576E-2,-3.577560425E-2,8.366851044E0,8.366998362E0
4.555719483E1,3.263214111E-2,-4.595443726E-2,8.120762787E0,8.120958374E0
4.556723183E1,2.754272461E-2,-5.089416504E-2,7.893385620E0,7.893597745E0
4.557726783E1,3.562591553E-2,-5.583389282E-2,7.736062775E0,7.736346288E0
4.558730483E1,1.901046753E-2,-6.840774536E-2,7.626340942E0,7.626671436E0
4.559734083E1,1.182540894E-2,-7.229965210E-2,7.556436310E0,7.556791434E0
4.560737783E1,4.790039062E-3,-7.469467163E-2,7.515271912E0,7.515644626E0
4.561741383E1,6.735992432E-3,-7.993377686E-2,7.477400665E0,7.477830935E0
4.562745083E1,1.392105103E-2,-8.083190918E-2,7.442373505E0,7.442825470E0
4.563748683E1,9.729766846E-3,-6.960525513E-2,7.445367279E0,7.445698992E0
4.564752383E1,1.526824951E-2,-5.777984619E-2,7.485034790E0,7.485273371E0
4.565756083E1,2.454895020E-2,-6.376739502E-2,7.541018372E0,7.541327934E0
4.566759683E1,2.679428101E-2,-6.212081909E-2,7.604935455E0,7.605236368E0
4.567763383E1,3.293151855E-2,-6.496490479E-2,7.669750671E0,7.670096498E0
4.568766983E1,2.275268555E-2,-6.361770630E-2,7.781268768E0,7.781562089E0
4.569770683E1,2.409988403E-2,-5.583389282E-2,7.946824493E0,7.947057176E0
4.570774283E1,2.589614868E-2,-5.807922363E-2,8.150401154E0,8.150649224E0
4.571777983E1,3.742218018E-2,-4.355941772E-2,8.365354156E0,8.365551267E0
4.572781583E1,2.948867798E-2,-3.652404785E-2,8.591982880E0,8.592111114E0
4.573785283E1,3.128494263E-2,-1.586700439E-2,8.821455688E0,8.821525433E0
4.574788883E1,4.326004028E-2,-6.735992432E-3,9.072932739E0,9.073038372E0
4.575792583E1,4.251159668E-2,-8.681945801E-3,9.389524384E0,9.389624634E0
4.576796183E1,3.936813354E-2,-5.987548828E-4,9.716594238E0,9.716674009E0
4.577799883E1,2.844085693E-2,3.143463135E-3,1.001088226E1,1.001092316E1
4.578803483E1,1.661544800E-2,-7.334747314E-3,1.028361511E1,1.028363115E1
4.579807183E1,3.592529297E-2,-3.143463135E-3,1.051817734E1,1.051823916E1
4.580810783E1,4.146377563E-2,2.095642090E-3,1.075288925E1,1.075296940E1
4.581814483E1,4.236190796E-2,1.047821045E-3,1.098400864E1,1.098409037E1
4.582818083E1,5.568420410E-2,1.721420288E-2,1.123922791E1,1.123937903E1
4.583821783E1,5.089416504E-2,1.706451416E-2,1.145792313E1,1.145804886E1
4.584825483E1,4.595443726E-2,2.020797729E-2,1.169203629E1,1.169214406E1
4.585829083E1,5.433700562E-2,2.649490356E-2,1.189636139E1,1.189651499E1
4.586832783E1,4.999603271E-2,3.382965088E-2,1.210921875E1,1.210936921E1
4.587836383E1,5.448669434E-2,3.817062378E-2,1.230186813E1,1.230204802E1
4.588840083E1,5.284011841E-2,2.245330811E-2,1.239721985E1,1.239735279E1
4.589843683E1,4.999603271E-2,2.649490356E-2,1.245694565E1,1.245707415E1
4.590847383E1,5.957611084E-2,2.754272461E-2,1.248808090E1,1.248825338E1
4.591850983E1,6.092330933E-2,2.859054565E-2,1.251322861E1,1.251340958E1
4.592854683E1,5.313949585E-2,3.847000122E-2,1.254601044E1,1.254618195E1
4.593858296E1,4.266128540E-2,3.891906738E-2,1.255738678E1,1.255751956E1
4.594861996E1,4.311035156E-2,4.655319214E-2,1.252640121E1,1.252656190E1
4.595865596E1,4.909790039E-2,3.053649902E-2,1.244347366E1,1.244360799E1
4.596869296E1,5.553451538E-2,2.365081787E-2,1.230231720E1,1.230246528E1
4.597872896E1,6.406677246E-2,1.451980591E-2,1.212837891E1,1.212855681E1
4.598876596E1,6.182144165E-2,7.783813477E-3,1.195803314E1,1.195819548E1
4.599880196E1,6.197113037E-2,8.981323242E-3,1.176104279E1,1.176120948E1
4.600883896E1,6.182144165E-2,4.490661621E-3,1.150417694E1,1.150434392E1
4.601887496E1,5.508544922E-2,2.395019531E-3,1.128248795E1,1.128262267E1
4.602891196E1,4.984634399E-2,-1.047821045E-3,1.106499023E1,1.106510256E1
4.603894796E1,4.221221924E-2,-1.347198486E-2,1.084644470E1,1.084653521E1
4.604898496E1,4.460723877E-2,-7.933502197E-3,1.063463516E1,1.063473167E1
4.605902096E1,4.176315308E-2,-1.631607056E-2,1.037507492E1,1.037517181E1
4.606905796E1,3.367996216E-2,-1.197509766E-2,1.011296997E1,1.011303314E1
4.607909496E1,3.427871704E-2,-1.975891113E-2,9.849068756E0,9.849148228E0
4.608913096E1,3.847000122E-2,-3.847000122E-2,9.569001160E0,9.569155818E0
4.609916796E1,3.442840576E-2,-3.158432007E-2,9.320368195E0,9.320485297E0
4.610920396E1,2.275268555E-2,-1.556762695E-2,9.066346436E0,9.066388351E0
4.611924096E1,1.541793823E-2,-1.751358032E-2,8.776399384E0,8.776430401E0
4.612927696E1,2.050735474E-2,-1.975891113E-2,8.493188324E0,8.493236066E0
4.613931396E1,3.128494263E-2,-3.652404785E-2,8.253386993E0,8.253527102E0
4.614934996E1,3.442840576E-2,-3.532653809E-2,8.072263641E0,8.072414358E0
4.615938696E1,2.170486450E-2,-3.667373657E-2,7.905959473E0,7.906074326E0
4.616942296E1,1.631607056E-2,-4.101470947E-2,7.776478729E0,7.776604005E0
4.617945996E1,2.335144043E-2,-4.999603271E-2,7.672594757E0,7.672793181E0
4.618949596E1,1.272354126E-2,-4.819976807E-2,7.604935455E0,7.605098841E0
4.619953296E1,7.185058594E-3,-4.745132446E-2,7.549101563E0,7.549254112E0
4.620956896E1,1.062789917E-2,-4.415817261E-2,7.517217865E0,7.517355075E0
4.621960596E1,1.601669312E-2,-5.628295898E-2,7.498057709E0,7.498286051E0
4.622964196E1,1.466949463E-2,-7.170089722E-2,7.467221832E0,7.467580472E0
4.623967896E1,2.499801636E-2,-7.379653931E-2,7.441625061E0,7.442032947E0
4.624971496E1,2.395019531E-2,-6.735992432E-2,7.473508759E0,7.473850690E0
4.625975196E1,2.709365845E-2,-6.227050781E-2,7.565118256E0,7.565423049E0
4.626978896E1,1.916015625E-2,-4.969665527E-2,7.704927521E0,7.705111613E0
4.627982496E1,3.472778320E-2,-4.849914551E-2,7.859406281E0,7.859632642E0
4.628986196E1,2.424957275E-2,-3.622467041E-2,8.036188660E0,8.036306891E0
4.629989796E1,2.335144043E-2,-4.475692749E-2,8.223149872E0,8.223304828E0
4.630993496E1,3.008743286E-2,-4.370910645E-2,8.427624664E0,8.427791717E0
4.631997096E1,3.981719971E-2,-4.595443726E-2,8.640781403E0,8.640995340E0
4.633000796E1,3.308120728E-2,-4.101470947E-2,8.893605652E0,8.893761750E0
4.634004396E1,3.712280273E-2,-3.547622681E-2,9.113648071E0,9.113792725E0
4.635008096E1,3.697311401E-2,-4.176315308E-2,9.367520142E0,9.367686202E0
4.636011696E1,3.068618774E-2,-3.442840576E-2,9.666149139E0,9.666259160E0
4.637015396E1,2.829116821E-2,-3.323089600E-2,9.959988098E0,9.960083714E0
4.638018996E1,3.338058472E-2,-3.817062378E-2,1.026759842E1,1.026772363E1
4.639022696E1,3.382965088E-2,-1.466949463E-2,1.055410263E1,1.055416704E1
